Age,Attrition,Travelling Frequency,Department,Education,EducationField,EmployeeCount,Employee Id,Gender,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,Monthly Income,OverTime,PercentSalaryHike,PerformanceRating,Standard Working Hours,Total Experience,Total Trainings Last Year,WorkLifeBalance, Years In Current Company,YearsInCurrentRole,YearsSinceLastPromotion
34,No,Travel_Rarely,Research & Development,5,Life Sciences,1,775,Female,32,2,Manufacturing Director,1,Divorced,4187,No,14,3,80,7,3,3,0,0,0
52,No,Travel_Rarely,Sales,4,Marketing,1,776,Male,31,4,Manager,1,Married,10084,No,11,3,80,34,3,4,34,6,1
33,Yes,Travel_Rarely,Research & Development,4,Other,1,780,Male,63,1,Research Scientist,4,Single,5207,Yes,13,3,80,10,2,2,10,9,7
25,No,Travel_Rarely,Sales,1,Medical,1,781,Female,32,2,Sales Executive,4,Single,22807,No,23,4,80,6,5,2,6,5,1
45,No,Travel_Rarely,Sales,2,Technical Degree,1,783,Male,46,2,Sales Representative,3,Single,12388,No,13,3,80,9,3,3,8,7,3
23,No,Travel_Rarely,Research & Development,1,Medical,1,784,Male,79,1,Research Scientist,3,Single,19630,No,18,3,80,2,3,3,2,2,0
47,Yes,Travel_Frequently,Sales,2,Life Sciences,1,785,Female,77,2,Sales Executive,3,Single,10339,Yes,12,3,80,8,2,3,5,4,1
34,No,Travel_Rarely,Sales,3,Other,1,786,Male,60,2,Sales Executive,4,Single,18686,No,22,4,80,6,5,3,6,5,1
55,Yes,Travel_Rarely,Research & Development,3,Medical,1,787,Male,78,5,Manager,1,Married,21199,Yes,13,3,80,24,2,3,5,2,1
36,No,Non-Travel,Sales,4,Life Sciences,1,789,Male,76,3,Sales Executive,1,Single,14229,No,15,3,80,10,1,3,10,7,0
52,No,Non-Travel,Research & Development,4,Medical,1,791,Male,41,1,Research Scientist,4,Married,26589,No,18,3,80,5,3,3,4,3,1
26,No,Travel_Frequently,Research & Development,2,Life Sciences,1,792,Female,71,1,Laboratory Technician,4,Divorced,5288,No,14,3,80,5,2,3,2,2,2
29,No,Travel_Rarely,Research & Development,3,Medical,1,793,Female,66,2,Healthcare Representative,3,Married,25549,No,12,3,80,11,3,2,8,7,1
26,Yes,Travel_Rarely,Sales,3,Technical Degree,1,796,Male,38,2,Sales Executive,1,Single,3064,No,17,3,80,6,2,2,4,3,1
34,No,Travel_Rarely,Research & Development,4,Life Sciences,1,797,Female,72,1,Research Scientist,4,Single,13551,No,16,3,80,10,2,3,4,2,1
54,No,Travel_Rarely,Research & Development,4,Medical,1,799,Female,95,2,Manufacturing Director,1,Divorced,22670,Yes,11,3,80,9,4,3,5,3,1
27,No,Travel_Frequently,Sales,1,Marketing,1,800,Male,84,2,Sales Executive,4,Married,24008,No,19,3,80,5,3,3,4,2,1
37,No,Travel_Rarely,Research & Development,1,Life Sciences,1,802,Female,82,1,Research Scientist,1,Divorced,19905,Yes,13,3,80,6,3,2,5,3,4
38,No,Travel_Frequently,Research & Development,4,Life Sciences,1,803,Female,75,2,Manufacturing Director,1,Single,26085,Yes,12,3,80,17,2,3,15,7,4
34,No,Travel_Rarely,Research & Development,4,Medical,1,804,Female,86,1,Research Scientist,1,Single,7530,No,11,3,80,6,3,3,6,5,1
35,No,Travel_Rarely,Sales,4,Life Sciences,1,805,Female,72,1,Sales Representative,4,Married,20317,No,16,3,80,3,1,2,3,2,0
30,No,Travel_Rarely,Research & Development,3,Life Sciences,1,806,Male,38,1,Laboratory Technician,3,Married,24375,No,21,4,80,7,2,3,2,2,0
40,No,Travel_Frequently,Research & Development,2,Medical,1,807,Female,38,2,Healthcare Representative,2,Married,9931,No,24,4,80,8,2,3,8,7,3
34,No,Travel_Rarely,Sales,2,Life Sciences,1,808,Female,93,2,Sales Executive,1,Married,13305,No,17,3,80,6,1,3,3,2,1
42,No,Travel_Frequently,Research & Development,3,Life Sciences,1,809,Male,66,5,Manager,4,Divorced,16225,No,13,3,80,24,4,2,24,7,14
23,Yes,Travel_Rarely,Research & Development,3,Life Sciences,1,811,Male,63,1,Laboratory Technician,1,Married,3445,Yes,21,4,80,1,2,3,0,0,0
24,No,Non-Travel,Research & Development,3,Life Sciences,1,812,Male,60,1,Laboratory Technician,2,Divorced,26551,No,11,3,80,1,4,3,1,0,0
52,No,Travel_Rarely,Research & Development,4,Life Sciences,1,813,Female,82,2,Laboratory Technician,3,Married,21821,No,20,4,80,9,3,3,5,2,1
50,No,Travel_Rarely,Research & Development,3,Medical,1,815,Male,64,4,Research Director,3,Married,6881,No,16,3,80,30,3,3,4,3,0
29,Yes,Travel_Rarely,Research & Development,2,Life Sciences,1,816,Female,36,1,Laboratory Technician,1,Married,6689,Yes,11,3,80,1,1,3,1,0,0
33,No,Travel_Rarely,Research & Development,3,Medical,1,817,Male,49,3,Research Director,3,Married,25995,No,11,3,80,14,3,4,13,9,3
33,Yes,Travel_Rarely,Sales,3,Marketing,1,819,Female,69,2,Sales Executive,1,Single,26507,No,15,3,80,6,3,3,3,2,0
47,No,Travel_Rarely,Research & Development,2,Other,1,820,Female,33,4,Manager,4,Married,12982,Yes,11,3,80,26,3,2,26,14,3
36,No,Travel_Rarely,Research & Development,3,Other,1,823,Female,35,2,Manufacturing Director,2,Married,23361,No,15,3,80,10,2,3,9,7,0
29,No,Travel_Rarely,Research & Development,2,Life Sciences,1,824,Male,81,1,Research Scientist,3,Married,23779,No,24,4,80,10,3,3,10,7,0
58,Yes,Travel_Rarely,Research & Development,4,Life Sciences,1,825,Male,31,5,Research Director,2,Single,25761,Yes,12,3,80,40,2,3,31,15,13
35,No,Travel_Rarely,Research & Development,4,Life Sciences,1,826,Female,40,1,Research Scientist,3,Single,13301,No,13,3,80,7,0,3,2,2,2
42,No,Travel_Rarely,Research & Development,2,Life Sciences,1,827,Female,43,2,Manufacturing Director,4,Married,4051,Yes,13,3,80,8,4,3,4,3,0
28,Yes,Travel_Rarely,Research & Development,4,Medical,1,828,Male,46,1,Research Scientist,3,Single,16374,No,17,3,80,5,3,2,2,2,2
36,No,Travel_Rarely,Human Resources,3,Human Resources,1,829,Male,36,1,Human Resources,2,Married,25527,No,13,3,80,8,2,3,5,2,0
32,No,Travel_Rarely,Research & Development,3,Life Sciences,1,830,Female,98,2,Manufacturing Director,3,Married,19124,No,12,3,80,14,3,3,14,13,6
40,No,Travel_Frequently,Research & Development,4,Medical,1,832,Male,51,2,Laboratory Technician,3,Single,11983,No,14,3,80,10,6,3,1,0,0
30,No,Travel_Rarely,Research & Development,3,Medical,1,833,Female,52,2,Manufacturing Director,4,Single,20234,Yes,24,4,80,12,4,2,0,0,0
45,No,Travel_Rarely,Research & Development,3,Life Sciences,1,834,Female,95,1,Research Scientist,3,Single,6153,No,14,3,80,1,3,3,1,0,0
42,No,Travel_Rarely,Research & Development,3,Life Sciences,1,836,Male,98,2,Manufacturing Director,2,Married,11806,No,13,3,80,10,3,2,9,8,7
38,No,Travel_Frequently,Research & Development,3,Life Sciences,1,837,Male,45,2,Healthcare Representative,1,Divorced,4284,No,15,3,80,13,3,2,4,3,1
34,No,Travel_Frequently,Research & Development,4,Life Sciences,1,838,Female,100,1,Research Scientist,4,Single,8306,No,16,3,80,6,3,3,5,2,1
49,Yes,Travel_Rarely,Sales,3,Marketing,1,840,Female,43,3,Sales Executive,4,Married,5860,No,18,3,80,9,3,4,9,8,7
55,Yes,Travel_Rarely,Sales,1,Medical,1,842,Male,37,2,Sales Executive,4,Single,21519,No,16,3,80,12,3,2,9,7,7
43,No,Travel_Rarely,Research & Development,2,Life Sciences,1,843,Male,94,4,Research Director,1,Married,5200,No,24,4,80,22,3,3,4,1,1
27,No,Travel_Rarely,Research & Development,1,Technical Degree,1,844,Male,42,3,Research Director,4,Divorced,8842,Yes,16,3,80,9,3,3,9,8,0
35,No,Travel_Rarely,Research & Development,3,Other,1,845,Male,59,3,Manufacturing Director,3,Single,18869,No,21,4,80,17,3,4,8,5,1
28,No,Travel_Rarely,Sales,4,Marketing,1,846,Female,81,2,Sales Executive,2,Married,3698,Yes,20,4,80,8,2,3,8,7,7
34,No,Travel_Rarely,Human Resources,2,Human Resources,1,847,Male,88,1,Human Resources,4,Married,2243,No,19,3,80,4,1,1,3,2,0
26,Yes,Travel_Frequently,Research & Development,2,Medical,1,848,Female,88,1,Research Scientist,3,Married,20898,Yes,14,3,80,8,2,3,8,7,1
27,No,Non-Travel,Research & Development,3,Medical,1,850,Male,50,1,Research Scientist,4,Married,16571,No,11,3,80,0,6,2,0,0,0
51,No,Travel_Rarely,Sales,4,Marketing,1,851,Female,66,4,Manager,3,Married,5594,No,14,3,80,29,2,2,20,6,4
44,No,Travel_Rarely,Research & Development,3,Medical,1,852,Male,50,2,Healthcare Representative,2,Single,5197,No,12,3,80,10,2,2,5,2,2
25,No,Travel_Rarely,Research & Development,1,Medical,1,854,Male,65,1,Research Scientist,1,Single,21632,No,13,3,80,6,3,2,4,3,0
33,No,Travel_Rarely,Sales,3,Medical,1,855,Male,48,2,Sales Executive,1,Divorced,21816,No,22,4,80,9,5,3,9,8,0
35,No,Travel_Rarely,Research & Development,1,Medical,1,856,Female,53,1,Research Scientist,1,Single,17852,No,11,3,80,6,3,2,6,5,1
36,No,Travel_Rarely,Sales,2,Life Sciences,1,857,Male,56,2,Sales Executive,4,Married,2823,Yes,14,3,80,18,1,2,18,14,4
32,No,Travel_Rarely,Sales,4,Life Sciences,1,859,Male,73,2,Sales Executive,4,Divorced,9250,No,11,3,80,8,3,2,5,2,0
30,No,Travel_Frequently,Research & Development,4,Life Sciences,1,861,Male,75,1,Research Scientist,4,Divorced,2373,No,12,3,80,10,3,2,5,4,0
53,No,Travel_Rarely,Sales,2,Marketing,1,862,Female,78,3,Sales Executive,4,Married,20715,Yes,18,3,80,35,3,3,5,2,0
45,No,Travel_Rarely,Sales,3,Marketing,1,864,Male,74,3,Sales Executive,1,Divorced,19239,Yes,12,3,80,18,2,3,5,4,0
32,No,Travel_Rarely,Research & Development,2,Medical,1,865,Female,91,2,Research Scientist,3,Married,22162,No,12,3,80,9,3,2,5,3,1
52,No,Travel_Frequently,Research & Development,4,Medical,1,867,Female,81,4,Manufacturing Director,4,Married,19028,No,22,4,80,31,3,3,9,8,0
37,No,Travel_Rarely,Sales,4,Marketing,1,868,Male,66,2,Sales Executive,3,Divorced,24558,No,19,3,80,9,2,3,1,0,0
28,No,Travel_Rarely,Human Resources,2,Medical,1,869,Male,63,1,Human Resources,4,Divorced,23965,No,13,3,80,6,6,3,5,1,0
22,No,Travel_Rarely,Research & Development,2,Life Sciences,1,872,Male,33,2,Manufacturing Director,4,Married,19146,No,22,4,80,4,2,1,2,2,2
44,No,Travel_Rarely,Research & Development,4,Life Sciences,1,874,Male,62,1,Laboratory Technician,4,Married,5044,Yes,24,4,80,10,2,2,3,2,0
42,No,Travel_Frequently,Research & Development,1,Medical,1,875,Male,35,1,Research Scientist,4,Single,9068,Yes,14,3,80,8,2,3,2,1,2
36,No,Travel_Rarely,Human Resources,3,Life Sciences,1,878,Male,77,1,Human Resources,1,Married,8635,No,21,4,80,6,3,3,5,4,0
25,No,Travel_Rarely,Sales,1,Other,1,879,Male,98,2,Sales Executive,1,Married,14363,Yes,18,3,80,5,3,3,5,3,0
35,No,Travel_Rarely,Research & Development,3,Life Sciences,1,880,Female,66,3,Manufacturing Director,3,Married,23457,Yes,20,4,80,17,2,3,17,14,5
35,Yes,Travel_Frequently,Research & Development,4,Life Sciences,1,881,Female,96,1,Research Scientist,2,Divorced,16612,Yes,19,3,80,10,3,2,10,2,7
32,No,Non-Travel,Research & Development,3,Life Sciences,1,882,Male,61,1,Laboratory Technician,4,Divorced,9148,No,12,3,80,4,2,3,3,0,0
25,No,Travel_Rarely,Sales,1,Marketing,1,885,Male,87,2,Sales Executive,1,Married,18154,No,12,3,80,5,1,4,5,2,0
49,No,Travel_Rarely,Research & Development,3,Technical Degree,1,887,Female,36,1,Research Scientist,1,Married,10554,No,16,3,80,7,2,3,4,2,0
24,No,Non-Travel,Research & Development,1,Life Sciences,1,888,Male,46,1,Laboratory Technician,4,Married,10778,No,17,3,80,6,2,2,5,2,3
32,No,Travel_Frequently,Sales,2,Life Sciences,1,889,Male,48,2,Sales Executive,2,Married,8891,No,14,3,80,10,3,3,10,8,5
38,No,Travel_Rarely,Sales,3,Marketing,1,893,Male,98,1,Sales Representative,2,Married,12102,No,19,3,80,3,3,3,2,2,1
42,No,Travel_Rarely,Research & Development,3,Life Sciences,1,894,Female,95,2,Laboratory Technician,4,Married,23726,Yes,13,3,80,17,1,2,5,3,1
31,No,Travel_Rarely,Research & Development,4,Life Sciences,1,895,Male,48,1,Research Scientist,4,Married,14871,Yes,19,3,80,8,2,3,6,4,0
29,Yes,Travel_Rarely,Sales,3,Medical,1,896,Female,48,1,Sales Representative,3,Divorced,23522,Yes,19,3,80,5,3,3,3,2,0
53,No,Travel_Rarely,Sales,3,Marketing,1,897,Male,73,4,Sales Executive,4,Married,22789,No,14,3,80,28,3,3,2,0,2
35,No,Travel_Rarely,Research & Development,3,Technical Degree,1,899,Male,78,3,Manufacturing Director,2,Married,9129,No,16,3,80,16,2,3,13,10,4
37,No,Travel_Frequently,Sales,2,Medical,1,900,Female,54,1,Sales Representative,4,Married,21222,No,15,3,80,10,3,3,5,4,0
53,No,Travel_Rarely,Research & Development,4,Life Sciences,1,901,Female,72,4,Research Director,4,Single,20206,No,18,3,80,33,0,3,12,9,3
43,No,Travel_Frequently,Research & Development,3,Life Sciences,1,902,Female,33,2,Healthcare Representative,4,Married,21782,No,13,3,80,12,2,2,5,2,2
47,No,Travel_Rarely,Sales,2,Marketing,1,903,Female,35,2,Sales Executive,4,Married,17783,Yes,22,4,80,8,2,3,7,6,7
37,No,Non-Travel,Sales,2,Medical,1,904,Male,32,3,Sales Executive,2,Single,4814,Yes,13,3,80,10,2,3,10,0,0
50,No,Non-Travel,Research & Development,4,Life Sciences,1,905,Male,98,4,Manager,1,Divorced,4544,No,11,3,80,31,3,3,31,6,14
39,No,Travel_Rarely,Human Resources,3,Life Sciences,1,909,Female,42,2,Human Resources,4,Married,7790,No,11,3,80,13,2,3,5,4,0
33,No,Travel_Rarely,Human Resources,2,Human Resources,1,910,Male,57,1,Human Resources,2,Divorced,22650,Yes,11,3,80,7,4,4,4,3,0
32,Yes,Travel_Rarely,Research & Development,4,Life Sciences,1,911,Male,87,1,Laboratory Technician,4,Single,18016,Yes,24,4,80,1,2,1,1,0,0
29,No,Travel_Rarely,Research & Development,1,Medical,1,912,Female,62,1,Laboratory Technician,4,Divorced,6054,No,14,3,80,8,5,3,4,3,0
44,No,Travel_Rarely,Research & Development,2,Life Sciences,1,913,Male,61,1,Research Scientist,1,Married,7508,Yes,13,3,80,8,0,3,8,7,7
28,No,Travel_Rarely,Sales,4,Medical,1,916,Male,98,2,Sales Executive,4,Single,24252,No,14,3,80,4,3,3,4,2,0
58,Yes,Travel_Frequently,Research & Development,1,Life Sciences,1,918,Male,57,1,Laboratory Technician,4,Divorced,13384,Yes,14,3,80,3,3,2,1,0,0
43,No,Travel_Rarely,Research & Development,3,Life Sciences,1,920,Female,55,2,Manufacturing Director,2,Divorced,23814,No,21,4,80,4,2,4,1,0,0
20,Yes,Travel_Rarely,Sales,3,Medical,1,922,Female,49,1,Sales Representative,3,Single,22052,No,13,3,80,2,3,2,2,2,0
21,Yes,Travel_Rarely,Research & Development,1,Other,1,923,Female,65,1,Research Scientist,4,Single,8870,No,19,3,80,1,3,2,1,0,0
36,No,Travel_Rarely,Research & Development,1,Life Sciences,1,924,Male,68,2,Healthcare Representative,4,Married,4821,Yes,17,3,80,17,2,2,16,8,4
47,No,Travel_Rarely,Sales,4,Life Sciences,1,925,Female,65,1,Sales Representative,4,Single,13137,Yes,18,3,80,3,3,2,3,2,1
22,Yes,Travel_Rarely,Research & Development,1,Life Sciences,1,926,Female,34,2,Manufacturing Director,3,Married,10022,Yes,19,3,80,4,3,4,3,2,0
41,Yes,Travel_Rarely,Research & Development,4,Life Sciences,1,927,Female,57,1,Laboratory Technician,4,Divorced,17725,Yes,13,3,80,10,1,2,7,7,1
28,No,Travel_Rarely,Research & Development,3,Medical,1,930,Female,77,1,Research Scientist,3,Divorced,9834,No,18,3,80,6,2,3,2,2,2
39,Yes,Travel_Rarely,Research & Development,3,Medical,1,932,Male,70,1,Laboratory Technician,1,Married,4303,Yes,21,4,80,8,2,1,2,2,2
27,No,Travel_Rarely,Research & Development,3,Life Sciences,1,933,Female,76,1,Research Scientist,3,Single,17808,No,19,3,80,1,2,3,1,1,0
34,No,Travel_Rarely,Research & Development,3,Life Sciences,1,934,Male,83,1,Laboratory Technician,2,Divorced,6896,No,14,3,80,1,3,3,1,0,1
42,No,Travel_Rarely,Sales,2,Medical,1,936,Female,68,2,Sales Executive,3,Single,7824,No,17,3,80,10,6,3,5,4,0
33,No,Travel_Rarely,Research & Development,4,Other,1,939,Male,100,1,Research Scientist,1,Single,3339,Yes,11,3,80,6,1,3,3,2,0
58,No,Travel_Rarely,Research & Development,3,Technical Degree,1,940,Female,37,3,Healthcare Representative,2,Divorced,9255,Yes,13,3,80,24,3,3,6,0,0
31,No,Travel_Rarely,Sales,4,Life Sciences,1,941,Male,41,1,Sales Representative,3,Married,11737,No,15,3,80,13,2,4,7,7,5
35,No,Travel_Rarely,Research & Development,1,Life Sciences,1,942,Female,51,2,Healthcare Representative,4,Married,19170,Yes,25,4,80,10,2,1,10,6,0
49,No,Travel_Rarely,Research & Development,2,Other,1,944,Female,51,3,Laboratory Technician,2,Married,22477,No,11,3,80,29,3,2,26,9,1
48,No,Travel_Rarely,Research & Development,4,Medical,1,945,Male,51,1,Research Scientist,3,Married,5543,No,17,3,80,13,2,2,0,0,0
31,No,Non-Travel,Sales,2,Marketing,1,947,Female,45,2,Sales Executive,3,Married,24406,No,13,3,80,9,2,2,9,8,0
36,No,Travel_Rarely,Research & Development,4,Other,1,949,Male,65,1,Research Scientist,4,Single,23293,No,18,3,80,8,6,3,6,2,0
38,No,Travel_Rarely,Research & Development,3,Technical Degree,1,950,Female,80,3,Research Director,1,Married,16292,No,13,3,80,15,3,3,15,12,5
32,No,Non-Travel,Research & Development,3,Life Sciences,1,951,Female,70,1,Laboratory Technician,2,Married,3974,No,20,4,80,5,3,3,3,0,0
25,Yes,Travel_Rarely,Sales,2,Marketing,1,952,Male,36,1,Sales Representative,2,Married,18798,Yes,18,3,80,1,2,3,1,0,0
40,No,Travel_Rarely,Sales,4,Marketing,1,954,Male,67,3,Sales Executive,2,Divorced,20652,No,12,3,80,11,2,2,1,0,0
26,No,Travel_Frequently,Sales,3,Medical,1,956,Male,52,2,Sales Executive,1,Single,11148,No,12,3,80,7,2,3,7,7,0
41,No,Travel_Rarely,Research & Development,3,Medical,1,957,Male,59,1,Laboratory Technician,1,Single,3119,Yes,13,3,80,20,3,3,18,13,2
36,No,Travel_Rarely,Research & Development,4,Medical,1,958,Male,79,1,Laboratory Technician,3,Single,12287,No,21,4,80,16,6,3,11,8,3
19,Yes,Travel_Rarely,Sales,3,Other,1,959,Male,37,1,Sales Representative,2,Single,9947,Yes,13,3,80,1,3,4,1,0,0
20,Yes,Travel_Rarely,Research & Development,3,Technical Degree,1,960,Male,84,1,Laboratory Technician,1,Single,13008,No,19,3,80,1,2,3,1,0,0
31,No,Travel_Rarely,Research & Development,3,Medical,1,961,Female,41,2,Healthcare Representative,4,Married,17369,Yes,11,3,80,10,2,1,9,7,8
40,No,Travel_Frequently,Research & Development,4,Medical,1,964,Male,35,1,Research Scientist,2,Divorced,25063,Yes,14,3,80,3,2,3,1,1,0
32,No,Travel_Rarely,Research & Development,4,Medical,1,966,Female,93,2,Manufacturing Director,1,Married,13554,No,12,3,80,8,2,4,8,7,6
36,Yes,Travel_Rarely,Sales,1,Life Sciences,1,967,Male,51,3,Sales Executive,4,Married,5518,Yes,11,3,80,16,6,3,16,7,3
33,No,Travel_Rarely,Research & Development,3,Life Sciences,1,969,Female,42,2,Healthcare Representative,4,Single,12291,No,14,3,80,6,3,3,5,0,1
37,Yes,Travel_Rarely,Sales,4,Life Sciences,1,970,Male,46,3,Sales Executive,3,Married,14922,No,11,3,80,17,2,1,14,1,11
45,No,Non-Travel,Research & Development,2,Life Sciences,1,972,Male,57,2,Laboratory Technician,2,Married,23163,No,12,3,80,9,5,2,9,7,0
29,No,Travel_Frequently,Sales,3,Technical Degree,1,974,Female,84,1,Sales Representative,4,Married,18203,No,15,3,80,3,5,3,3,1,0
35,No,Travel_Rarely,Sales,3,Medical,1,975,Female,86,2,Sales Executive,3,Married,6179,No,16,3,80,5,3,3,5,2,1
52,No,Travel_Rarely,Research & Development,2,Life Sciences,1,976,Male,70,4,Manager,4,Married,13829,No,15,3,80,26,2,2,9,8,7
58,Yes,Travel_Rarely,Research & Development,3,Technical Degree,1,977,Male,51,1,Research Scientist,3,Single,26227,No,24,4,80,7,4,3,1,0,0
53,No,Travel_Rarely,Sales,2,Medical,1,981,Male,45,4,Manager,3,Divorced,13938,No,13,3,80,22,3,4,17,13,15
30,No,Travel_Rarely,Sales,2,Other,1,982,Male,62,3,Sales Executive,3,Divorced,9977,No,11,3,80,10,2,4,8,4,7
38,No,Non-Travel,Sales,3,Technical Degree,1,983,Female,85,2,Sales Executive,4,Single,19899,Yes,13,3,80,6,1,3,5,3,1
35,No,Travel_Rarely,Sales,4,Life Sciences,1,984,Male,92,3,Sales Executive,4,Divorced,6812,No,13,3,80,12,2,3,10,9,0
39,No,Travel_Rarely,Sales,5,Life Sciences,1,985,Male,41,3,Sales Executive,3,Single,2560,No,18,3,80,9,3,3,8,7,0
40,Yes,Non-Travel,Sales,3,Life Sciences,1,986,Female,100,4,Sales Executive,2,Single,17071,Yes,16,3,80,22,2,2,1,0,0
47,No,Travel_Frequently,Research & Development,4,Medical,1,987,Male,64,2,Manufacturing Director,3,Divorced,6759,Yes,19,3,80,20,3,4,19,10,2
36,No,Non-Travel,Sales,4,Technical Degree,1,990,Male,84,2,Sales Executive,4,Divorced,25952,No,13,3,80,12,3,3,7,7,0
31,Yes,Non-Travel,Research & Development,2,Medical,1,991,Male,46,1,Research Scientist,1,Single,10322,Yes,22,4,80,4,0,3,3,2,1
33,No,Non-Travel,Sales,3,Life Sciences,1,992,Male,38,4,Manager,3,Single,20489,No,11,3,80,10,2,3,10,8,6
29,Yes,Travel_Rarely,Research & Development,3,Life Sciences,1,994,Female,92,1,Research Scientist,1,Single,11479,Yes,20,4,80,3,5,3,0,0,0
33,No,Travel_Rarely,Research & Development,1,Life Sciences,1,995,Female,53,1,Research Scientist,4,Single,17241,No,18,3,80,5,4,3,3,2,0
45,No,Travel_Rarely,Research & Development,4,Medical,1,996,Female,91,1,Laboratory Technician,4,Divorced,11005,No,14,3,80,8,2,3,5,3,0
50,No,Travel_Rarely,Research & Development,2,Medical,1,997,Male,66,4,Research Director,4,Divorced,6615,No,22,4,80,32,1,2,5,4,1
33,No,Travel_Frequently,Research & Development,4,Other,1,998,Female,84,2,Healthcare Representative,2,Married,20161,Yes,13,3,80,6,2,3,6,5,1
41,No,Travel_Frequently,Research & Development,3,Medical,1,999,Male,64,5,Research Director,3,Divorced,3735,No,17,3,80,21,2,4,18,16,0
27,No,Travel_Rarely,Research & Development,4,Technical Degree,1,1001,Female,37,1,Laboratory Technician,2,Married,12086,No,14,3,80,4,2,3,2,2,2
45,No,Non-Travel,Research & Development,2,Life Sciences,1,1002,Male,42,2,Laboratory Technician,1,Married,14039,Yes,15,3,80,9,2,3,9,8,0
47,No,Travel_Rarely,Sales,2,Life Sciences,1,1003,Female,83,2,Sales Executive,4,Single,8571,Yes,17,3,80,9,0,3,9,0,0
30,Yes,Travel_Rarely,Research & Development,3,Life Sciences,1,1004,Female,48,1,Research Scientist,3,Married,11539,Yes,11,3,80,7,2,3,5,2,0
50,No,Travel_Rarely,Research & Development,3,Life Sciences,1,1005,Male,95,4,Manufacturing Director,3,Married,4161,Yes,18,3,80,22,2,3,12,11,1
38,No,Travel_Frequently,Research & Development,1,Medical,1,1006,Male,66,1,Research Scientist,3,Married,12127,No,17,3,80,3,0,2,2,1,0
46,No,Travel_Rarely,Research & Development,2,Medical,1,1007,Male,75,3,Manufacturing Director,3,Divorced,24208,No,13,3,80,13,3,3,8,7,0
24,No,Travel_Rarely,Research & Development,1,Medical,1,1009,Female,41,2,Manufacturing Director,3,Divorced,24117,No,15,3,80,5,6,3,4,2,3
